name,issns,active,withdrawn_date,withdrawal_reason
PLoS Pathogens,1553-7366;1553-7374,true,,
ACS Chemical Biology,1554-8929;1554-8937,true,,
Nature Chemical Biology,1552-4450;1552-4469,true,,
The ISME Journal,1751-7362;1751-7370,true,,
Behavior Research Methods,1554-351X;1554-3528,true,,
BMC Veterinary Research,1746-6148,true,,
Journal of Competition Law & Economics,1744-6414;1744-6422,true,,
Decimonónica. Journal of Nineteenth Century Hispanic Cultural Production,1554-6535,false,2023-01-01,inactive in the register (Nedlagt år 2023; year only)
Environmental Research Letters,1748-9326,true,,
Globalization and Health,1744-8603,true,,
Journal of Experimental & Clinical Cancer Research,1756-9966,true,,
PLoS Genetics,1553-7390;1553-7404,true,,
IEEE Transactions on Robotics,1552-3098;1941-0468,true,,
Evolutionary Applications,1752-4571,true,,
SPE Production & Operations,1930-1855;1930-1863,true,,
Texte und Untersuchungen zur Geschichte der altchristlichen Literatur,0082-3589;2569-4839,true,,
Eighteenth-Century Music,1478-5706;1478-5714,true,,
Religion and Reason,0080-0848,true,,
Religion and Society (RS),1437-5370,true,,
International Journal of Practical Theology,1430-6921;1612-9768,true,,
International Journal of Material Forming,1960-6206;1960-6214,true,,
Neurorehabilitation and Neural Repair,1545-9683;1552-6844,true,,
Nanotoxicology,1743-5390;1743-5404,true,,
Revista Hispánica Moderna (RHM),0034-9593;1944-6446,true,,
Post-Medieval Archaeology,0079-4236;1745-8137,true,,
The Review of International Organizations,1559-7431;1559-744X,true,,
Nature Geoscience,1752-0894;1752-0908,true,,
Autophagy,1554-8627;1554-8635,true,,
Soft Matter,1744-683X;1744-6848,true,,
Cell Host and Microbe,1931-3128;1934-6069,true,,
World Tax Journal,1878-4917;2352-9237,true,,
Engineering Studies,1937-8629;1940-8374,true,,
Energy & Environmental Science,1754-5692;1754-5706,true,,
Religious Diversity and Education in Europe,1862-9547,true,,
Genome Biology and Evolution (GBE),1759-6653,true,,
Mucosal Immunology,1933-0219;1935-3456,true,,
Nature Chemistry,1755-4330;1755-4349,true,,
Frontiers in Ecology and the Environment,1540-9295;1540-9309,true,,
Cell Metabolism,1550-4131;1932-7420,true,,
American Society of Nephrology. Clinical Journal,1555-9041;1555-905X,true,,
IEEE Journal on Selected Topics in Signal Processing,1932-4553;1941-0484,true,,
Cell Stem Cell,1934-5909;1875-9777,true,,
Design and Culture,1754-7075;1754-7083,true,,
American economic journal. Applied economics,1945-7782;1945-7790,true,,
American Economic Journal: Economic Policy,1945-7731;1945-774X,true,,
American Economic Journal: Macroeconomics,1945-7707;1945-7715,true,,
American Economic Journal: Microeconomics,1945-7669;1945-7685,true,,
ACS Nano,1936-0851;1936-086X,true,,
Zoonoses and Public Health,1863-1959;1863-2378,true,,
IEEE Transactions on Industrial Informatics,1551-3203;1941-0050,true,,
Science Signaling,1945-0877;1937-9145,true,,
Quantitative Economics,1759-7323;1759-7331,true,,
CIRP - Journal of Manufacturing Science and Technology,1755-5817;1878-0016,true,,
European Review of Contract Law (ERCL),1614-9920;1614-9939,true,,
Proceedings of the VLDB Endowment,2150-8097,true,,
Conservation Letters,1755-263X,true,,
Geoscientific Model Development,1991-959X;1991-9603,true,,
IEEE Transactions on Smart Grid,1949-3053;1949-3061,true,,
The International Journal of Press/Politics,1940-1612;1940-1620,true,,
Science Translational Medicine,1946-6234;1946-6242,true,,
Journal of Physiotherapy,1836-9553;1836-9561,true,,
GCB Bioenergy: Bioproducts for a Sustainable Bioeconomy,1757-1693;1757-1707,true,,
EMBO Molecular Medicine,1757-4676;1757-4684,true,,
American Journal on Intellectual and Developmental Disabilities,1944-7515;1944-7558,true,,
The Review of Symbolic Logic,1755-0203;1755-0211,true,,
Nature Communications,2041-1723,true,,
mBio,2161-2129;2150-7511,true,,
Developmental Cognitive Neuroscience,1878-9293;1878-9307,true,,
JACC Cardiovascular Imaging,1936-878X;1876-7591,true,,
Analysis & PDE,2157-5045;1948-206X,true,,
SIAM Journal on Financial Mathematics,1945-497X,true,,
Studies in Philosophical Theology,1381-2025,true,,
Methods in Ecology and Evolution,2041-210X,true,,
Suomalaisen Kirjallisuuden Seuran toimituksia,0355-1768,true,,
SÁMIacademica,1891-4519,false,2022-01-01,inactive in the register (Nedlagt år 2022; year only)
Nature Climate Change,1758-678X;1758-6798,true,,
BMJ Quality and Safety,2044-5415;2044-5423,true,,
European Journal of Scandinavian Studies,2191-9399;2191-9402,true,,
"Technology, Knowledge and Learning",2211-1662;2211-1670,true,,
Journal of Aesthetics and Culture,2000-4214,true,,
Perspectives on Psychological Science,1745-6916;1745-6924,true,,
Global Strategy Journal,2042-5791;2042-5805,true,,
"G3: Genes, Genomes, Genetics",2160-1836,true,,
Studies in Christian Ethics,0953-9468;1745-5235,true,,
Nanoscale,2040-3364;2040-3372,true,,
Analysis and Mathematical Physics,1664-2368;1664-235X,true,,
Journal for Artistic Research (JAR),2235-0225,true,,
Language Documentation and Description,1740-6234,true,,
Small,1613-6810;1613-6829,true,,
IEEE Transactions on Circuits and Systems I: Regular Papers,1549-8328;1558-0806,true,,
Cultural History,2045-290X;2045-2918,true,,
IEEE Infocom. Proceedings,0743-166X,true,,
Cancer Discovery,2159-8274;2159-8290,true,,
Transboundary and Emerging Diseases,1865-1674;1865-1682,true,,
Psychological Trauma,1942-9681;1942-969X,true,,
Frontiers in Microbiology,1664-302X,true,,
Journal of Crohn's and Colitis,1873-9946;1876-4479,true,,
Journal of Geophysical Research (JGR): Atmospheres,2169-897X;2169-8996,true,,
Journal of Geophysical Research (JGR): Biogeosciences,2169-8953;2169-8961,true,,
Journal of Geophysical Research (JGR): Earth Surface,2169-9003;2169-9011,true,,
Journal of Geophysical Research (JGR): Solid Earth,2169-9313;2169-9356,true,,
Journal of Geophysical Research (JGR): Space Physics,2169-9380;2169-9402,true,,
ZDM: Mathematics Education,1863-9690;1863-9704,true,,
Annual Review of the Sociology of Religion,1877-5233,true,,
Frontiers in Plant Science,1664-462X,true,,
Zeitschrift für die Gesamte Strafrechtswissenschaft,0084-5310;1612-703X,true,,
European Journal of Preventive Cardiology (EJPC),2047-4873;2047-4881,true,,
European Journal of Psychotraumatology,2000-8066,true,,
Bayesian Analysis,1936-0975;1931-6690,true,,
Journal of Modern Craft,1749-6772;1749-6780,true,,
"Qualitative Research in Sport, Exercise and Health",2159-676X;2159-6778,true,,
Journal of Research on Educational Effectiveness,1934-5747;1934-5739,true,,
Religion in Philosophy and Theology (RPT),1616-346X;2568-7425,true,,
ACS Catalysis,2155-5435,true,,
Cell reports,2211-1247,true,,
Romantik: Journal for the Study of Romanticisms,2245-599X;2246-2945,true,,
European Heart Journal-Cardiovascular Imaging,2047-2404;2047-2412,true,,
Astrophysical Journal Letters,2041-8205;2041-8213,true,,
Chemical Science,2041-6520;2041-6539,true,,
Games for Health Journal,2161-783X;2161-7856,true,,
Political Science Research and Methods,2049-8470;2049-8489,true,,
Journal of Hindu Studies,1756-4255;1756-4263,true,,
Clinical Psychological Science,2167-7026;2167-7034,true,,
Physical Review X,2160-3308,true,,
eLIFE,2050-084X,true,,
Environmental Innovation and Societal Transitions,2210-4224;2210-4232,true,,
The Bone & Joint Journal,2049-4394;2049-4408,true,,
Japan Review,0915-0986;2434-3129,true,,
Heritage Science,2050-7445,false,2024-01-01,inactive in the register (Nedlagt år 2024; year only)
JAMA pediatrics,2168-6203;2168-6211,true,,
IEEE Transactions on Neural Networks and Learning Systems,2162-237X;2162-2388,true,,
JAMA ophthalmology,2168-6165;2168-6173,true,,
Digital Journalism,2167-0811;2167-082X,true,,
Sustainable Cities and Society (SCS),2210-6707;2210-6715,true,,
Journal of empirical theology,0922-2936;1570-9256,true,,
International Journal of Oral Science,1674-2818,true,,
JAMA Neurology,2168-6149;2168-6157,true,,
JAMA psychiatry,2168-6238;2168-622X,true,,
ACM transactions on sensor networks,1550-4867;1550-4859,true,,
IEEE Transactions on Cybernetics,2168-2267;2168-2275,true,,
JAMA Internal Medicine,2168-6106;2168-6114,true,,
JACC: Cardiovascular Interventions,1936-8798;1876-7605,true,,
Journal of Chemical Information and Modeling,1549-9596;1549-960X,true,,
Monumenta Serica: Journal of Oriental Studies,0254-9948;2057-1690,true,,
Nordic Journal of Architectural Research,1893-5281,true,,
Ergo - An Open Access Journal of Philosophy,2330-4014,true,,
The Academy of Management Annals,1941-6520;1941-6067,true,,
Journal of the Association of Environmental and Resource Economists,2333-5955;2333-5963,true,,
Journal of Logical and Algebraic Methods in Programming,2352-2208;2352-2216,true,,
"Forum of Mathematics, Pi",2050-5086,true,,
"Forum of Mathematics, Sigma",2050-5094,true,,
ACM Transactions on Architecture and Code Optimization (TACO),1544-3566;1544-3973,true,,
Transactions of the Association for Computational Linguistics,2307-387X,true,,
Journal of the Association for Information Science and Technology,2330-1635;2330-1643,true,,
The Lancet Psychiatry,2215-0374;2215-0366,true,,
Arthritis & Rheumatology,2326-5191;2326-5205,true,,
The Lancet Respiratory Medicine,2213-2600;2213-2619,true,,
The Lancet Global Health,2572-116X;2214-109X,true,,
The Lancet Diabetes and Endocrinology,2213-8587;2213-8595,true,,
Microbiome,2049-2618,true,,
Sociological Science,2330-6696,true,,
Transactions of the American Mathematical Society - Series B,2330-0000,true,,
Modernist Cultures,2041-1022;1753-8629,true,,
IEEE Internet of Things Journal,2327-4662,true,,
The Lancet Haematology,2352-3026,true,,
Molecular Plant,1674-2052;1752-9867,true,,
JAMA Surgery,2168-6254;2168-6262,true,,
Scientific Data,2052-4463,true,,
Optica,2334-2536,true,,
Algebraic Geometry,2313-1691;2214-2584,true,,
The BMJ,1756-1833,true,,
Science Advances,2375-2548,true,,
Physical Review Applied,2331-7019,true,,
JAMA dermatology,2168-6068;2168-6084,true,,
"Handbook of Oriental Studies. 3. Abt., South-East Asia",1384-6191,true,,
European Heart Journal (EHJ) - Cardiovascular Pharmacotherapy,2055-6837;2055-6845,true,,
Glossa: a journal of general linguistics,2397-1835,true,,
Nature Energy,2058-7546,true,,
Archives and records,2325-7962;2325-7989,true,,
European Papers (EP),2499-8249,true,,
Nature Microbiology,2058-5276,true,,
JAMA cardiology,2380-6583;2380-6591,true,,
IJCAI International Joint Conference on Artificial Intelligence,1045-0823,true,,
JAMA Oncology,2374-2437;2374-2445,true,,
The Lancet Gastroenterology and Hepatology,2468-1253;2468-1156,true,,
The Lancet HIV,2405-4704;2352-3018,true,,
Journal of combinatorial algebra,2415-6302;2415-6310,true,,
Nature Biomedical Engineering,2157-846X,true,,
Nature Human Behaviour,2397-3374,true,,
IEEE Transactions on Cognitive and Developmental Systems,2379-8920;2379-8939,true,,
"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",2352-8729,true,,
Advances in Neural Information Processing Systems,1049-5258,true,,
Physical review B (PRB),2469-9950;2469-9969,true,,
The Lancet Public Health,2468-2667,true,,
IEEE Transactions on Signal and Information Processing over Networks,2373-7778;2373-776X,true,,
Science immunology,2470-9468,true,,
Nature Ecology and Evolution,2397-334X,true,,
Cancer immunology research,2326-6066;2326-6074,true,,
"IEEE/ACM Transactions on Audio, Speech, and Language Processing (TASLP)",2329-9290;2329-9304,true,,
Reallexikon der Germanischen Altertumskunde - Ergänzungsbände,1866-7678;2365-3647,true,,
Joule,2542-4351,true,,
European Urology Oncology (EUO),2588-9311,true,,
SMAI Journal of Computational Mathematics (SMAI-JCM),2426-8399,true,,
The Lancet Child and Adolescent Health,2352-4642;2352-4650,true,,
Perspectives on Behavior Science,2520-8969;2520-8977,true,,
Nature Plants,2055-026X;2055-0278,true,,
Nature Catalysis,2520-1158,true,,
Environment and planning. B: Urban analytics and city science,2399-8083;2399-8091,true,,
Cellular and Molecular Gastroenterology and Hepatology (CMGH),2352-345X,true,,
Nature Sustainability,2398-9629,true,,
Physical Review A (PRA),2469-9926;2469-9934,true,,
The Lancet Planetary Health,2542-5196,true,,
Journal of Hydrology X,2589-9155,true,,
Journal of Cinema and Media Studies (JCMS),2578-4900;2578-4919,true,,
ACM Transactions on Privacy and Security (TOPS),2471-2566;2471-2574,true,,
Journal of Computational Physics: X,2590-0552,true,,
American Economic Review: Insights (AER),2640-205X;2640-2068,true,,
Nature Machine Intelligence,2522-5839,true,,
Journal for ImmunoTherapy of Cancer (JITC),2051-1426,true,,
Chemical Engineering Science: X,2590-1400,false,2022-01-01,inactive in the register (Nedlagt år 2022; year only)
Annals of the American Association of Geographers,2469-4452;2469-4460,true,,
ACS Energy Letters,2380-8195,true,,
BMC Complementary Medicine and Therapies,2662-7671,true,,
Cambridge Journal of Mathematics (CJM),2168-0930;2168-0949,true,,
Research on Child and Adolescent Psychopathology,2730-7166;2730-7174,true,,
BMC Ecology and Evolution,2730-7182,true,,
Nature Cancer,2662-1347,true,,
The Lancet Healthy Longevity,2666-7568,true,,
Cancer Communications,2523-3548,true,,
Nature Aging,2662-8465,true,,
Geoenergy Science and Engineering,2949-8929;2949-8910,true,,
Slavic Literatures,2950-4244;2950-3965,true,,
Biopsychosocial Science and Medicine,2998-8748;2998-8756,true,,
Discover Computing,2948-2984;2948-2992,true,,
npj Heritage Science,3059-3220,true,,
